Date,AAPL,MSFT,NVDA,AMZN,GOOGL,META,JPM,XOM,JNJ,PG,V,HD,BAC,KO,DIS
2018-01-01,43.04913130614421,169.05841600570903,108.72977931011927,126.8833848773246,117.39979688936567,216.8529218807489,259.5080505337928,284.90319106378934,285.058811664931,45.38332378588683,251.05372901311907,296.5128814873988,257.61030414042534,72.32369443760547,304.6010539189752
2018-01-02,43.04274719994547,171.11656664619915,108.34402194674499,127.16185357225143,118.51425869572086,217.61782075297796,256.88957607798545,284.8627446957389,282.5725225690068,45.149225023356536,248.6368927027203,296.3866428594769,253.60094658702596,72.20222358539256,306.01541794394836
2018-01-03,43.15111879008065,167.89173248211284,106.77384495950304,126.93176361589438,118.24080797719017,213.9894011776538,254.5979002484534,283.4079413229429,277.7058094374045,44.946281499015214,248.7487567622721,294.52153067609055,248.21177877226935,72.21168166611562,304.45616462553676
2018-01-04,43.53459110612958,166.78562686023582,105.7657339610819,127.78078214570901,119.47255345375427,211.75610372716858,256.1316053686996,282.1610817112849,278.1678506345836,45.070251889140025,251.3558602138173,291.9107310723394,253.23631651518582,72.4755895145555,308.3048499052972
2018-01-05,43.486841869302516,166.7717832156085,106.32488835917617,126.33104999596229,118.71096998555903,207.53404990803898,254.74549239569905,281.8572199522945,278.3939239948416,44.67159194782516,248.6683011096706,290.476610356126,250.2433712624473,71.4955298581209,306.89838817873266
2018-01-08,43.819203293459154,168.61412798853112,106.78061610182499,127.83314814653625,119.3994337512747,208.0799384145591,253.31183813255694,277.0459134334659,277.96503623164625,44.87866230401216,249.0042447888957,288.6522645198025,250.35344904579466,72.06955878096139,309.70029970004157
2018-01-09,43.99954356886861,169.2357832859645,106.92024638630758,128.48720723519597,119.7170448377883,208.81193049492066,256.33983080150995,280.5911343792959,278.7797991537158,44.978481954586485,249.48106502497063,285.3803090803525,252.88956669957466,71.77460068384131,311.98157021042755
2018-01-10,43.99333992372903,170.0259967707123,107.05360141494555,128.55126896603534,119.14430760965143,205.81458875186257,257.2575221776581,274.8148841968917,278.2659630715496,44.63981136338352,248.8623303911855,286.0616842197692,254.37678003872043,71.50399332504743,311.78155612624477
2018-01-11,43.98072646857872,172.05231342343413,107.4744082955572,128.58758104716247,120.3817348734736,208.48683116061613,256.6533183752577,271.78850339622716,276.67822828173377,44.61062019822578,249.71493072606262,284.2799421357098,254.53617281997177,71.48930694973757,312.6956425097368
2018-01-12,44.2946277061603,172.77219935841322,108.31453664112891,129.45243000236204,120.84109002715701,207.55164068242064,255.56336529262057,270.13297012219397,277.9097545389482,44.792737043699475,250.47048840622108,285.1424085305903,255.6768008313545,72.44026578498188,312.7279687051359
2018-01-15,44.08619289058038,172.6102288395351,107.92647211327176,128.9097644831063,121.08430734521568,207.2562528582899,255.2367103308466,268.36130350462213,278.8293585611496,44.67023367280497,249.29185901438996,282.6294701345594,257.1143470931413,73.48999027745053,311.9512180432939
2018-01-16,43.990443668761046,173.82428678478584,108.20664320627476,129.1322727124585,122.35790174562379,206.5357952314317,254.69404664124386,270.1469242990137,279.7666567785471,44.848158688053466,250.89353597605862,280.5715817566787,257.71100119732745,75.30901443854803,312.1009095602543
2018-01-17,43.89978348458888,171.49777031092106,108.64352639638388,130.27313910362653,123.59619705138438,205.98106956979638,255.6625989716155,272.2693956576321,280.6104542869776,44.768162845932224,252.1444410898195,279.8813277040119,256.8575098434873,76.22202672187734,313.82598625108744
2018-01-18,43.9334573973197,170.23837947033832,108.34828974337552,130.29682657143923,125.65195101614052,205.81782912161873,255.391683482505,267.27144060959404,278.9037267625929,44.30703943298525,250.44236048779533,283.06588247113416,254.73231721340082,73.08179792075285,313.4654805152704
2018-01-19,43.9044454567589,171.4226238185218,108.326963111584,130.40481435977532,128.21302043746405,205.3856860178472,255.25938167391067,268.86920827183474,277.1337374228385,44.60756093922558,250.77374538308075,284.40087011938283,257.7425706642905,76.39669202522941,314.62512007104175
2018-01-22,43.384535199444365,169.58241504711134,106.91477910224646,127.91603262679938,126.4881967415722,203.74661661012968,250.08854175643236,262.9390266665897,271.79282461870014,44.09021614804624,249.72979946643161,280.54312729600747,254.8303737683054,75.36598631471851,309.5439563778992
2018-01-23,43.030232802916224,167.67268150699167,106.59186996097155,127.06029114416289,124.54820523809076,203.280385466071,248.7202500241327,260.4508466607792,268.81505250995383,43.66551582199742,246.41807088993784,276.5326033360226,253.5208039714377,74.3743616168455,307.6074839740698
2018-01-24,42.901258706409706,167.35917808318484,107.03712742055272,127.09503774250622,125.71915823432036,203.81574879982435,253.20849933932175,262.7856337223828,270.2825913370311,43.9570239268181,246.95685163123915,274.7637134959883,254.46227752637515,77.90907982897804,305.52564121506424
2018-01-25,42.99780510306906,166.17436151425918,106.93944187278548,126.82972186278283,126.47898029964666,203.95317954961482,257.1150060742372,264.31611081384443,268.4695076090585,44.315520332769395,246.78981290806172,273.72551932258875,254.05182304103712,79.75220698191751,304.45093530433763
2018-01-26,42.4673204885654,166.3144277051074,106.6291235769835,126.12544190970043,126.06953325318224,203.45760732350686,265.6141566904839,265.1039777890858,268.28809612145875,44.224987496956444,247.71382930829904,273.1904760142144,254.50605333741498,80.32258195539146,303.16372225714855
2018-01-29,42.72089244442398,166.08024164431598,106.65249079520639,125.45218390326072,125.45002061884018,200.61198834414773,266.6625054161111,265.747479938038,270.42026895348323,44.01919953551978,248.2486419790616,272.87402579103673,255.3942588989929,78.81917702573601,302.4535712603019
2018-01-30,42.322954641235114,165.63928878408427,106.57386476010379,125.29018131854097,124.37506910756814,200.10093477298298,267.18820799039776,265.7674017553904,268.1163324586125,44.045205358766424,246.52645299154622,271.9666450792448,254.27067173609888,76.91241020321391,301.29541702991855
2018-01-31,42.435250775519144,164.2300681393089,105.81852113155291,124.79195789734878,123.63968069438752,198.67924111600732,267.14317108139375,263.97143586370095,265.9078859770102,44.04740797536467,245.0004107849288,272.1846973737413,255.78239487477003,77.49478781407217,298.0038804697759
2018-02-01,42.10952646959225,163.42018283636565,105.11168190412644,123.81690522923643,121.94255207995276,196.58675545219344,265.2912888975262,260.9870868029244,264.57115416469026,43.61818647398964,236.81958416640825,269.59616857030227,253.2894037671653,76.6500801869077,297.18186669181915
2018-02-02,42.0378815292912,161.62058296812526,103.87278430600034,122.65023125225298,120.91973284060855,195.91128980864755,265.4859929890893,259.40853941247946,261.7969120720212,43.335341799821904,234.99318930629354,266.3705056611615,246.30833026296736,76.02142326233485,292.45359644288294
2018-02-05,41.80279520395697,161.92508353068072,104.2309946488953,124.03610776818202,121.27685623379735,195.9055592411256,262.06137255195864,260.5992069051116,262.6599496639843,43.450023401910954,239.07994626382202,264.8362205290074,245.53520573556227,76.13659446643675,292.6906637937988
2018-02-06,41.933716777405486,161.58369416512667,104.28167340415801,123.94856071732893,120.85589690258736,195.0219281497161,262.84736511798155,260.1844464699708,262.46715550470924,43.38204040456129,239.23017024276916,264.5826110299204,243.74081794113752,76.82827952418897,290.074445943934
2018-02-07,42.42625249270863,162.52701403146114,105.29504578221915,125.0731341351741,121.64073448205087,197.83038809597016,263.3329200187119,262.58093619286916,261.95960755678874,43.706712583698625,238.8128309127701,265.430988351826,244.4327720554491,78.09374497619638,290.1098966492944
2018-02-08,43.96378179889249,161.8075461805567,105.13603694694729,125.20723161245681,121.831941943541,196.80709100013456,262.8561739358696,261.83374663726295,266.1985314072713,43.56725459830883,237.65441771349936,264.7029395658696,241.974408716385,76.08752242531087,291.58355023352203
2018-02-09,43.76375473653748,161.7524946278647,104.79603493874592,125.89899777676708,122.0149895059687,197.03085962115918,261.5429100816914,262.64906564542315,265.3872857490677,43.6341660063755,237.75601995324,263.27817454550507,245.75598897508672,76.76267398933214,292.8888491661066
2018-02-12,43.74865703783243,161.93925789240473,104.96920455393148,125.93794735181253,121.1274754546169,196.04692181101845,257.99578795239916,262.02511109499585,267.36129377867746,43.59999639626789,238.36812955995038,262.4053515016518,246.45330663268018,77.44379191964032,289.0489445013895
2018-02-13,43.989230507759345,162.89590701924095,105.0472378797664,123.70040200450046,121.04348569109335,195.27664624284643,257.49559208235394,261.08500630137405,271.1875806958241,43.69682448887907,238.84493214832096,263.62570647365754,245.3075817787398,77.5277911881187,293.56520667011654
2018-02-14,44.18729457385012,162.9782797666108,104.72882724411264,123.46182928051378,120.46621948594311,196.6702692452996,256.42810843990327,262.2807144664398,273.04856412304923,43.46107531347817,239.82597555754953,263.43761527776695,242.43598377064896,77.66693967862821,292.31083710304324
2018-02-15,43.966582976719856,162.29825918126335,104.02140306719599,122.48499734871386,120.32557589427732,196.11843518487947,256.1767613233489,261.1119727804695,272.52309601597,43.31544998611241,238.26987830329543,265.28087557800194,244.12331462223986,77.33845381290341,289.3431452537338
2018-02-16,43.175221133807284,161.1884535273729,103.44387781199242,121.88147712318228,119.62659518871678,195.0799605482425,254.90246198143385,260.8985840066663,271.19834670133014,43.100226060957105,236.46434046649557,264.82437510517923,248.39525302593896,76.53891359873896,286.1755529832354
2018-02-19,42.909751349934204,161.4677517539883,103.43286551698557,121.96811725059867,119.88181888718117,196.35375328344915,255.03433069010194,261.967021325956,273.2826864920477,43.37030144306477,238.8037940892953,266.1415350438658,248.6940795775603,76.48438193942303,288.5223038944106
2018-02-20,42.87285100436563,162.32399624773342,104.22188231017158,123.57724364469979,121.02111071377456,197.55450084155044,255.94667396387155,265.0867629235201,275.2692345389864,43.76864189750044,241.63394097202274,266.8166864613097,248.69857055821691,77.01956615091582,290.02249789431596
2018-02-21,42.68527547169041,163.63662044753838,105.66370308896785,124.97732061576254,121.7738119970019,199.9535540874372,258.46076783362753,267.11858006855016,274.9979901913778,44.22080375052074,247.44584399851598,268.473020305683,254.18038964905875,77.56632838783652,293.7699111490316
2018-02-22,42.48839826348738,162.6685461920715,105.03833748117542,124.90644620470019,122.12247903834658,199.34325270358596,257.38968866140914,266.5680067710323,277.50466791146397,44.57284221096713,245.32182007667112,266.82111865145237,246.63063255610476,77.533701265383,293.55187343275713
2018-02-23,42.041077033011796,162.6777428994018,104.36628271447739,124.88655646490191,121.81065455683972,198.83822921277132,256.5226057186745,265.8035063233231,277.7802551958279,44.71850008117247,246.37337617013915,266.40564294892556,245.5516253674712,77.05304848856204,290.32012700630094
2018-02-26,41.91444523238861,161.92346169987417,104.7156703056807,124.35508736264177,121.88518249784387,197.94757937552848,254.79566414558707,264.8714823674649,277.9752981509776,44.85633692198945,245.4608698796085,267.0241917170196,247.1845121477693,76.38632590830358,289.0982024994486
2018-02-27,42.371470981643554,162.01208493207227,103.49822123252862,124.2437404608956,122.46225324575764,198.31052864775796,257.0664458292174,265.3273913421412,272.0238667241278,44.61544064856636,242.15946775510707,267.9973181640812,245.77722907735276,76.21819072811553,290.25903386302747
2018-02-28,41.99017217179594,161.88511722166183,101.78091639354737,125.29100449413966,123.0395109134439,198.48855857159273,254.76729373136436,265.59840930377163,279.24430304414534,44.6473258296396,239.79278031208054,270.4661354046766,243.14742003052243,76.33132012123282,287.95199620937916
2018-03-01,41.7424675709109,160.9484799213622,102.49902902905663,123.6483138271817,122.9539415516756,197.63739629075056,253.8248318501711,265.13151667243784,278.3223981132407,44.16973289596305,236.24228557426562,270.0200817025306,239.11125098966565,76.15812012755184,286.0637639255743
2018-03-02,41.30955224522466,159.68844853681418,100.96097561022253,122.50988263172144,121.41413289316029,196.03555390570182,252.37941219916277,263.20052317426627,279.4602511242636,43.7581977446596,234.30739546575927,265.5726569692379,238.7962788564676,75.81367900042105,283.6939153768087
2018-03-05,41.21330717499418,159.41938733219476,103.92174898470498,122.40845110819185,121.49083976963774,195.26113412033624,254.97169848248953,263.3481454532079,280.39249210648114,44.04532361436499,234.4495212057934,264.1873733604492,233.20662626573377,75.67864753258536,282.4915947342285
2018-03-06,40.276701916105104,157.3106225816629,103.4937907432917,118.9093008004796,119.60934235484348,191.52072972777398,252.20208825723836,257.29402212304177,273.88674738216355,43.70952647270608,232.53631604033143,262.9572523104872,229.492050086905,74.04005772940518,278.2205529845363
2018-03-07,40.539364555346026,157.31720461670534,102.32801210175106,118.24738698332405,119.71705221094545,190.57029003302662,251.40085100480667,262.090477455778,280.3051842181725,44.093814378318996,230.94463680005094,261.8137780076789,230.68360578725597,74.51567839217967,277.1750249397717
2018-03-08,40.27903500585962,156.8748086179673,98.5278538255146,117.28469560264008,118.87423200519582,190.39371568279697,250.8939687468714,262.08578915685985,274.603118075349,43.28490374715002,230.83125864971615,259.90132691942733,228.28709077453567,74.44084239867826,275.0051285899496
2018-03-09,40.360790666570985,157.57584368138598,98.59151377343471,117.74275247628147,119.14464028336799,191.50521321911913,253.64079554757728,265.80552963086996,272.3541880085355,43.701776835687255,230.79597181201018,260.17182930715904,227.4876977050771,75.05054899949916,277.07513641653867
2018-03-12,41.563365107905575,158.0325685664957,95.5282935372852,119.16553302923259,119.97477050733636,192.81823477723884,254.81736262904994,265.7389282198745,274.39767268015123,43.95458159042519,235.47988868427527,262.9429242195881,229.55984866373413,75.60726550115878,282.51495594836337
2018-03-13,41.95304250164138,158.5151439052223,94.06159949673878,119.41293904023696,120.92849735909533,193.32277571592493,255.59401124174966,266.58909441405393,272.93796578632043,43.639971718531875,236.1334486309871,265.0667166780378,229.2876108408958,75.25221734874631,289.74824753881126
2018-03-14,42.30027385203401,159.24125611842467,97.90687210403664,119.2635603350399,120.8532391227943,194.14129235299572,258.26256501889134,266.6379801833098,274.1371823124727,42.78911276487912,235.38991178277072,267.15928088044706,230.1145947085698,74.67414418812264,288.43303678557834
2018-03-15,42.54876654614596,159.003242735226,97.81730593797064,118.67276479482203,120.23708868106702,193.05991774267187,255.20800481448128,265.705090952485,273.650946255882,43.13511640292935,235.02160102148127,267.7545820263749,229.3354734310622,74.76059705020897,286.9352132989927
2018-03-16,42.04141860653598,158.02932834238828,98.4706228083725,118.47021638988123,121.62865949839383,191.6523854223944,255.08999529263497,264.7910564740195,275.05740653123144,43.20268000646978,235.54748921146665,267.0012708197948,228.70980758135786,73.84948245569441,284.92786977589276
2018-03-19,42.11966180950733,158.20093953951417,98.82573555008668,119.108321063941,121.89462441649466,191.52160547974654,255.66556411045266,265.9215294927367,274.5641292154617,43.63231556067104,236.25665511644985,267.7857669921375,228.20489761975574,74.31347202466108,286.43649853376184
2018-03-20,41.40182984514417,157.3415309434959,97.8878676452504,118.35989520075329,121.82783461768668,188.82345182073135,254.53284608310776,264.5162614096816,276.50478165476034,42.820028389505715,234.22805276254908,265.0541184019487,222.02516800368267,73.36643368296238,283.2471812830583
2018-03-21,41.88303959698908,157.4310536341752,97.513652537339,118.97888513064282,124.30552048353216,192.41510193272487,256.8281775262371,265.02062545350435,276.04590013899013,43.35981560939992,233.4437251631926,269.44748142074315,224.5778377244087,73.62038335795529,284.034984369539
